,query,comment_id,comment,room_type,fuzzy_room_type
1828,关于前台服务和房间设施的评论,1860,入住时前台Kate帮忙办理入位，态度极佳，服务到位。花园酒店的房间棒极了，床虽软但托身很稳，睡得很好。有两个盥洗台，一个淋雨房，一个厕所房。离店时不用去前台办理手续，交给礼仪小姐小花即可，非常方便亲切！,红棉双床套房,套房
1829,关于前台服务和整体满意度的评论,1861,Kiki 服务周到 送了小礼物 很喜欢花园酒店,粤韵双床套房,套房
1830,关于前台服务和整体满意度的评论,1862,前台的Betty热情接待，因为是携程钻石卡主动帮我们升级套房，很舒服。房间套餐送的下午茶在行政酒廊，服务员Cherry很热情，总体感觉很满意,花园双床房,双床房
1831,关于卫生状况和前台服务的评论,1863,酒店环境卫生很干净 服务很好??,城央绿意大床房,大床房
1832,关于前台服务和交通便利性的评论,1864,服务一流，好方便,城央绿意双床房,双床房
1833,关于卫生状况和前台服务的评论,1865,房间干净，维护的很好，前台小邓非常热情，服务态度好，瀑布餐厅的下午茶也很棒，泳池服务很棒，愉快的入住体验，,红棉双床套房,套房
1834,关于整体满意度和房间设施的评论,1866,花园酒店是我当年在广州上大学时就与白天鹅并列的五星酒店天花板。三十多年过去了，她依然是广州的酒店顶流！这次入住的粤韵房是新装修的，设施先进，这次还享受了行政酒廊礼遇。春天的花城温暖和煦，酒店花园里鲜花盛开，我们还顺便参观了酒店四楼的“酒店博物馆”，涨了知识，整个入住体验非常好，下次来广州还住花园！顺便表扬行政酒廊帅哥小贺，服务周到、礼貌、儒雅，让人如沐春风！,红棉大床套房,套房
1835,关于交通便利性和卫生状况的评论,1867,交通方便，地铁出来就是酒店，外观非常气派，大堂布置很特别，吸引打卡。房间卫生干净，岭南特色设计，服务员都热情打招呼，有礼貌，特别是楼层服务员张小燕送了甜点，味道很好。胡主管能详细介绍酒店餐厅和其他设施，给我的入住带来惊喜和方便，性价比高，下次还来！,花园大床房,大床房
1836,关于前台服务和卫生状况的评论,1868,前台热情，免费升级了套房，房间干净卫生，床品很舒服，1楼花园餐厅环境优美，三楼本地特色餐厅值得品尝，广交会期间人很多 但服务依然到位,花园双床房,双床房
1837,关于整体满意度和体验的评论,1869,由一个意外开始，却因此获得了一次真正五星的体验，不愧老牌五星酒店，实力推荐，下次来广州基本不考虑其他酒店了,红棉大床套房,套房
1838,关于整体满意度和交通便利性的评论,1871,家庭周末出游，酒店位置优越，服务周到，非常满意。,花园双床房,双床房
1839,关于整体满意度和体验的评论,1872,非常好 孩子最喜欢的酒店 下次到广州还是首先花园酒店,羊羊得意主题大床房,主题房
1840,关于前台服务和整体满意度的评论,1873,"房间质素高，酒店的专属管家小何非常热情，入住时给客人的照顾十分周到，针对旅游客人，还把酒店的所有打卡点都介绍到了，否则客人还不知道花园酒店里就有这么多历史参观点，优秀！

花园酒店显然经过精心设计，除了是个休憩落脚的好去处，本身就包含丰富的历史内涵，从酒店的成立到发展，景观的布置，餐厅的设置，都与广州这个古老的城市文化深度绑定，在广州这么多传统酒店里是非常突出的代表。花园酒店还设置了一个酒店博物馆，讲述酒店在这片土地的变迁发展，更是将广州的近代历程都浓缩一所，非常值得去看看。",花园大床房,大床房
1841,关于餐饮设施和前台服务的评论,1874,酒店的后花园非常不错，二楼三楼的米其林餐厅也很棒！谢谢前台betty的服务，办理速度很快。这次住宿很满意！,花园大床房,大床房
1842,关于整体满意度和前台服务的评论,1875,"环境好,服务态度好,免费upgrade房间",花园双床房,双床房
1843,关于整体满意度和体验的评论,1876,喜欢这个美丽的酒店，留下非常美好的印象。酒店博物馆很棒！,花园大床房,大床房
1844,关于整体满意度和退房/入住效率的评论,1877,老牌酒店值得信赖，入住退房都非常好，房间也不错，春节期间体验感最好的一家酒店。,花园大床房,大床房
1845,关于前台服务和房间设施的评论,1878,"从成都旅游回来临时起意来广州花园酒店，晚上到店后，Joe帅哥的服务态度很好，说话很有礼貌，还为我们升级了套房，在这里非常的感谢Joe小哥。
房间的装修很有格调，进门的厕所设计很细节，客人进来房间就不会看到睡觉的地方，办公的小房间还有健身器材确实考虑了作为住店客人的日常生活需要。洗手间很大气，非常喜欢，设计感也很强。明显加装的马桶智能盖板才让我感觉到了酒店的年代感，和洗手台淋浴间一对比，很难想象这是一家1985年开业的酒店，至今内部的装修依旧不过时甚至可以说走到潮流一线。
由于第二天睡过头错过了最爱的酒店早餐，中午去了荔湾亭，虽然有段时间没有来花园酒店的荔湾亭吃饭，但是它的出品依旧在线，非常好评（如果不在意价格的话）。总的来说这次住店体验非常的好，作为广州的招牌之一花园酒店名副其实。最后再次感谢Joe小哥的热情接待。",城央绿意大床房,大床房
1846,关于前台服务和房间设施的评论,1879,广州花园酒店名不虚传，服务态度也太好了叭，特别是前厅部的吴灵伶，入住的时候是她接待我的。服务态度和微笑深深融化了我的心，房间设备非常齐全，卫生也打扫的很棒，干干净净的，为这个酒店点赞，满分。续住碰到前台小妹Betty，潮汕热情的妹妹，点赞！！！,城央绿意大床房,大床房
1847,关于交通便利性和前台服务的评论,1880,攻略了好久在白天鹅之间反复纠结，最后决定住花园。瀑布餐厅蛮有意思的（中间还有个大关公），咖啡豆不错。感谢前台小哥billy的细心接待，酒店出门就是地铁口去哪儿都很方便，周围吃的也多，下次来广州还选花园,花园大床房,大床房
1848,关于整体满意度和体验的评论,1881,不错环境很好服务更不错,花园大床房,大床房
1849,关于整体满意度和周边配套的评论,1882,环境不错，地点位于越秀区中心，服务也很好，已经朋友圈安利了，小伙伴们表示值得一住。,花园双床房,双床房
1850,关于公共设施和整体满意度的评论,1883,老牌酒店了，第二次住，有个大花园。里面好多鱼。人挺多。,城央绿意双床房,双床房
1851,关于公共设施和整体满意度的评论,1884,酒店很美，还有酒店博物馆，花园特别棒，要不是春节人太多，绝对是一种享受,红棉大床套房,套房
1852,关于整体满意度和前台服务的评论,1885,白金五星酒店名不虚传。虽然是一家老牌五星酒店，但是保养服务设施都还是非常完好的，值得入住。特别感谢前厅副理麦卓鸿先生，针对酒店延迟入住的处理方式，非常及时和妥当。为我们全家留下美好的印象。,红棉大床套房,套房
1853,关于餐饮设施和周边配套的评论,1886,非常棒的酒店，博物馆，后花园，瀑布餐厅，米其林餐厅都物超所值,花园大床房,大床房
1854,关于整体满意度和体验的评论,1887,非常不错的一次旅行，下次有机会去广州还是花园酒店！,红棉大床套房,套房
1855,关于整体满意度和前台服务的评论,1888,一家很不错的酒店，服务态度很好，下个还会选择这家酒店住。,花园大床房,大床房
1856,关于整体满意度和体验的评论,1889,非常棒，虽然已有一段时间了，但还是很美！,城央绿意大床房,大床房
1857,关于房间设施和前台服务的评论,1890,服务非常好，但加钱升级套房还没有浴缸，也是醉了。,花园双床房,双床房
1858,关于房间设施和前台服务的评论,1891,先选花园，本来大部分是为了怀旧，毕竟二十年前出差花城常住的酒店，带闺女体验下我大国改革开放之后的第一批豪华酒店。没想到倒是惊喜，酒店应该是把原来的二间房打通变成了一间客房，所以都是套间的布局。基本的硬件不多说了，细节的备品很赞，TWG的茶包Nespresso咖啡和四支屈臣氏的水，白金五星诚不我欺。花园行政酒廊的服务相当周到，热情得我会以为都是刚入行的管培生。除了前台check in排队等候的时间有点长（当然前厅部的水准还是够专业的），一切完美,红棉双床套房,套房
1859,关于整体满意度和交通便利性的评论,1892,环境好，位置方便，服务热情，过年还准备了很多活动。很满意的一次入住！,红棉大床套房,套房
1860,关于交通便利性和房间设施的评论,1893,"再次入住花园酒店，还是熟悉的味道。酒店交通极其便利，地铁站步行仅3分钟，周边商圈、美食、景点地很风格
客房环境：
入住的房间空间宽敞，装修典雅兼具现代感。
床品舒适度高，卫浴设施齐全（干湿分离），备品用的是知名品牌，细节贴心。唯一不足是临街房间稍有些噪音，建议大家选择高楼层或或向瀑布的房型。  

服务态度：★★★★★
前台和礼宾部服务热情，办理入住高效，主动介绍了酒店设施和周边推荐。尤其称赞办入住的Cecilia 和BETTY两位前台女生。客房响应速度很快，夜床服务也很细致。  

餐饮体验：
早餐种类丰富，中西式选择多，尤其推荐本地特色的早茶点心。行政酒廊的下午茶安静舒适，适合商务会谈。桃园馆中餐厅的粤菜出品稳定，但晚餐高峰期需等位，不过为了吃好吃的粤菜及特色片皮鸭值得等待",花园大床房,大床房
